name,phone,address,website,google_maps_url,rating,review_count,business_status,primary_type,lead_category,why_relevant,found_via_query,latitude,longitude,place_id
Amandaya Canggu,+62 813-3749-5233,"Gg. Jalak Indah No.9, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://instagram.com/amandayacanggu,https://maps.google.com/?cid=13062613067875275660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,1436,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Canggu, Bali",-8.6542993,115.14110839999998,ChIJTfD_xZE50i0RjNMUZWC5R7U
"Amarterra Villas Resort Bali Nusa Dua, Autograph Collection",+62 361 776400,"Kawasan Pariwisata, Jl. Nusa Dua ITDC Resort Lot No.Block B, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",https://www.marriott.com/en-us/hotels/dpsav-amarterra-villas-resort-bali-nusa-dua-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,https://maps.google.com/?cid=11502714311821162894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,1118,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Dua, Bali",-8.80492,115.2291859,ChIJzyPaoS5D0i0Rjvnm_LjZoZ8
Amnaya Resort Nusa Dua,+62 361 4773380,"Jl. Pratama No.87, Tj. Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 08361, Indonesia",https://www.amnayahotel.com/nusadua,https://maps.google.com/?cid=15776658350657251113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,1819,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Dua, Bali",-8.770554299999999,115.22202329999999,ChIJYyph_59D0i0RKSegfS7z8do
Anoya Boutique Villas,+62 877-0029-1331,"Jl. Dukuh Indah Jl. Umalas II No.88, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://anoyavillas.com/,https://maps.google.com/?cid=14520211575253856780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL,lodging,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Umalas, Bali",-8.6657096,115.1598207,ChIJL_tc7ndH0i0RDHKFDn8ngsk
Atamendra Sidemen Resort,+62 877-9879-1817,"Jalan Kikian Uma, Giang, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",http://atamendra.com/,https://maps.google.com/?cid=1640385048549487217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,48,OPERATIONAL,service,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Sidemen, Bali",-8.452079099999999,115.4563492,ChIJEe93UAAb0i0RcXKnsYLRwxY
Atelier: Ubud Art Hotel,+62 813-3758-2770,"Jl. Raya Sanggingan No.22, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80561, Indonesia",https://atelier-bali.com/,https://maps.google.com/?cid=7899836142616708325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,286,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ubud, Bali",-8.4911443,115.2534882,ChIJEamaDsA90i0R5QR22B3boW0
Awwa Boutique Hotel,+62 811-9691-7969,"Gg. Yudistira No.3, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://awwa.love/,https://maps.google.com/?cid=13750329776339262431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,72,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Pererenan, Bali",-8.652388,115.15011249999999,ChIJR5ZfYAA50i0R35stRxT80r4
Azana Boutique Hotel Denpasar,+62 878-8960-9565,"Jl. Gatot Subroto Barat No.101, Padangsambian Kaja, Kec. Denpasar Bar., Kota Denpasar, Bali 80118, Indonesia",http://azanaboutiquehoteldenpasar.com/,https://maps.google.com/?cid=17708718517806271588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.9,236,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Denpasar, Bali",-8.6360716,115.1931581,ChIJf-ZeTts_0i0RZIw5yaoBwvU
Baliterraneo Boutique Resort,+62 822-6658-2940,"Jl. Yudistira No.69, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",http://baliterraneoresort.com/,https://maps.google.com/?cid=10737833083801119397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,287,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Seminyak, Bali",-8.6913545,115.17635810000002,ChIJabIbNwBH0i0RpSpnWUxyBJU
Balquisse Heritage Hotel,+62 361 701695,"Jl. Raya Uluwatu No.18X, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.balquisse.com/,https://maps.google.com/?cid=9828925019182458502&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,550,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Jimbaran, Bali",-8.779918,115.16906689999999,ChIJr2r8JopE0i0RhuZRpDpbZ4g
Belalu Bali Boutique & Spa experience,+62 811-3971-1171,"G6QX+G2P, Jl. Catur Muka I, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80572, Indonesia",http://www.belalubali.com/,https://maps.google.com/?cid=3545101887030138024&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,53,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ubud, Bali",-8.4611187,115.24784839999998,ChIJhwGyTQAj0i0RqJT_LGK7MjE
Bisma Eight,+62 361 4792888,"Jl. Bisma No.68, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",https://bisma-eight.com/,https://maps.google.com/?cid=4246196900186184181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,1026,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ubud, Bali",-8.5115839,115.2580636,ChIJx6OoaxM90i0R9Vn2WZWF7To
Bloomfield Bali,+62 857-3888-3093,"Jalan Bumbak No. 25, Gg. Pulau Batam Umalas No.6, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://bloomfieldbali.com/,https://maps.google.com/?cid=5289667724570704344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,315,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Umalas, Bali",-8.6518123,115.15640499999999,ChIJ5T4d-pw40i0R2LniBsWsaEk
Blue Karma Village,+62 361 6200990,"Jl. Umalas Klecung Umalas No.38x, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",https://bluekarmasecrets.dijiwasanctuaries.com/at/bluekarmavillage,https://maps.google.com/?cid=12737439602840652730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,368,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Umalas, Bali",-8.6683798,115.15068330000001,ChIJiT2GTEBH0i0RuktPO9V5xLA
Boujee Boutique Hotel,+62 813-5331-3174,"Jungutbatu, Nusa Penida, Klungkung Regency, Bali 80771, Indonesia",https://boujeenusalembongan.com/,https://maps.google.com/?cid=5609286771320530925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,39,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Lembongan, Bali",-8.6733032,115.44849099999998,ChIJv89iERJt0i0R7afbZ5kw2E0
"Capella Ubud, Bali",+62 361 2091888,"Jl. RY Dalem, Keliki, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",https://capellahotels.com/en/capella-ubud,https://maps.google.com/?cid=2668733494160064892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,794,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ubud, Bali",-8.4482091,115.2681117,ChIJY0hnMyoj0i0RfAGZL_k-CSU
Casa Coco,+62 812-3644-9119,"Jl. Jungutbatu, Nusa, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://thecoconutcollectivelembongan.com/,https://maps.google.com/?cid=7068266338293143107&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,23,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Lembongan, Bali",-8.6744411,115.44933049999997,ChIJx8TgsdBt0i0RQ1bQD8mGF2I
Casa Pohon Ubud,+62 813-3720-4660,"Jl. Subak Uma Petulu Lebah, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",https://www.casapohonubud.com/,https://maps.google.com/?cid=11017691890754162114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,731,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ubud, Bali",-8.486689199999999,115.27186350000001,ChIJ1ytDDuI90i0Rwo0agWa05pg
Castaway Boutique Resort,+62 822-3690-1856,"Mushroom Bay, Jl Mushroom Bay, Nusa, Lembongan, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",http://www.balicastaway.com/,https://maps.google.com/?cid=3755998650271433576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,94,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Lembongan, Bali",-8.6841888,115.43465099999999,ChIJc_LiWa5t0i0RaINGTt_8HzQ
Cepik Villa Sidemen,+62 822-3773-1818,"Banjar Jl. Raya Tebola, Telaga Tawang, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",http://www.cepikvilla.com/,https://maps.google.com/?cid=9660460808668635760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,212,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Sidemen, Bali",-8.478971999999999,115.44058,ChIJP_b-3nAQ0i0RcOJGE-zZEIY
Clan Living - The Founder Ubud,+62 812-8000-9185,"Jl. Raya Pengosekan Ubud No.108, Mas, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",http://clanliving.id/links/,https://maps.google.com/?cid=1422253580040952168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,181,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ubud, Bali",-8.5226589,115.26284239999998,ChIJkcM1bjA90i0RaFneehjcvBM
Curve Villas Kedungu,+62 822-3040-0262,"Jl. Nirjhara, Belalang, Kec. Kediri, Kabupaten Tabanan, Bali 82121, Indonesia",http://curvebali.com/,https://maps.google.com/?cid=15599337166816041382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,53,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Kedungu, Bali",-8.6009005,115.0900661,ChIJBQoeagA30i0RplmeH4H6e9g
Dara Boutique Hotel,+62 853-3765-4958,"Jl. Umpang Sari, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://www.daraboutiquehotel.com/,https://maps.google.com/?cid=16493884140517175857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,89,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Uluwatu, Bali",-8.8169351,115.10900339999998,ChIJPdrvFQBF0i0RMbL5yTwM5uQ
Desa Hay,+62 877-8090-2669,"Jl. Raya Tumbakbayuh - Pererenan, Canggu, Kec. Mengwi, Kabupaten Badung, Bali 80361, Indonesia",http://www.desahay.com/,https://maps.google.com/?cid=11823928760725487259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,449,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Canggu, Bali",-8.624848199999999,115.13684109999998,ChIJnSz5Eeg50i0Rmz6R4I8IF6Q
Devani Resort Sidemen,+62 366 5512011,"Jl. Raya Tebola, Sidemen, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",https://devaniresort.com/,https://maps.google.com/?cid=11919489068369696702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,140,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Sidemen, Bali",-8.4738201,115.443738,ChIJmXcuX5ga0i0RvtdT0CeIaqU
EHOA NYANYI BEACH Boutique Hotel,+62 812-3901-2227,"Jl. Kayangan Jl. Pantai Nyanyi, Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82121, Indonesia",https://instagram.com/ehoa.bali?igshid=MzRlODBiNWFlZA==,https://maps.google.com/?cid=3475372990348953598&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,81,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Tabanan, Bali",-8.6307175,115.0999277,ChIJWX3wZpw50i0R_oe8R1IBOzA
FURTHER GALLERY,+62 821-4769-8770,"Jl. Pantai Pererenan, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",https://www.furtherhotel.com/,https://maps.google.com/?cid=959777369856810701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,27,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Pererenan, Bali",-8.6467049,115.125364,ChIJaexVdss50i0RzR7GyW7QUQ0
Fourteen Roses Legian Hotel,+62 361 752079,"Jl. Raya Legian No.153, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",https://www.frblissfulexperience.com/,https://maps.google.com/?cid=7420356068533580198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,1053,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Legian, Bali",-8.713828699999999,115.1732258,ChIJIWHCf8FG0i0RprHbk4dm-mY
Further Hotel,+62 821-4769-8770,"Jl. Pantai Pererenan No.84, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",https://furtherhotel.com/#utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_id=9366298527,https://maps.google.com/?cid=4483126488444609863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,786,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Pererenan, Bali",-8.6431643,115.12897050000001,ChIJ75YB74E50i0RR6Xi4slDNz4
GWK View Boutique Hotel & Residence - Bali,+62 851-1702-8898,"at the end of the road, left side, Komplek Bumi Jimbaran Asri, Jl. Pertanian No.15 Blok L, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",http://linktr.ee/gwkviewbali,https://maps.google.com/?cid=5747531147552970682&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,105,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ungasan, Bali",-8.8058589,115.1683157,ChIJBUz6QQBF0i0RuldjgSBVw08
Glamp Nusa,+62 811-3801-6524,"Jl. Villa Shanti, Lingkungan Sawangan Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://glampnusa.com/rooms,https://maps.google.com/?cid=17065103761630867254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,495,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Dua, Bali",-8.834565999999999,115.20796299999999,ChIJi3nw6mdd0i0RNq8w13Rt0-w
Grand Mirah Boutique Hotel,+62 361 4723330,"Jl. Kaliasem No.1, Dangin Puri Kauh, Kec. Denpasar Utara, Kota Denpasar, Bali 80232, Indonesia",http://www.grandmirah.com/,https://maps.google.com/?cid=15962427021236965362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,960,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Denpasar, Bali",-8.655401,115.218602,ChIJXxx6lZlA0i0R8g_toc3uhd0
Grand Seminyak - Lifestyle Boutique Bali Resort,+62 361 737773,"Jl Camplung Tanduk Dhyana Pura, Seminyak Beach, Seminyak, Kuta, Badung Regency, Bali 80361, Indonesia",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=C4D5&merchantid=seo-maps-Indonesia-C4D5&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,https://maps.google.com/?cid=3284044574864595348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,450,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Seminyak, Bali",-8.6926814,115.15889169999998,ChIJwT8d2h1H0i0RlFlaJyRFky0
Gravity Bali Hotel,+62 813-3084-4212,"32, Jl. Labuansait No.32, Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia",http://gravitybalihotel.com/,https://maps.google.com/?cid=8365066256420135109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,378,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Uluwatu, Bali",-8.8216279,115.11707240000001,ChIJw1hknbVa0i0RxWCHsHCvFnQ
Griya Valud Sidemen,+62 812-3608-8446,"Jl. Sidemen - Sangkan Gn., Telaga Tawang, Kec. Sidemen, Kabupaten Karangasem, Bali 80864, Indonesia",http://griyavaludbali.com/,https://maps.google.com/?cid=10219421510209723518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,188,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Sidemen, Bali",-8.468352399999999,115.44039009999999,ChIJXfnhhZwa0i0RflwJ_ret0o0
Grün Uluwatu,+62 811-3859-268,"Jl. Pura Kulat, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",https://grunresorts.com/grun-uluwatu/,https://maps.google.com/?cid=1763308569546445238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,1675,OPERATIONAL,resort_hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Uluwatu, Bali",-8.8251641,115.10777689999998,ChIJnT6Z8ARb0i0RttE3Nc2HeBg
Hidden Hills Villas,+62 361 8957574,"Jl. Labuansait Jl. Puncak Sekapa II, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",http://www.hiddenhillsvillas.com/,https://maps.google.com/?cid=8235429914496412318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,412,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Uluwatu, Bali",-8.8204523,115.1192846,ChIJKwD-VsRa0i0Rniovwt8fSnI
Hideaway Boutique - Uluwatu,+62 878-0016-1000,"Jl. Raya Uluwatu Jl. Bangbang Bendot, Pecatu, Kec. Kuta Sel., Denpasar, Bali 80361, Indonesia",https://hideawayboutique-uluwatu.com/,https://maps.google.com/?cid=18410738228313283969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,21,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Uluwatu, Bali",-8.8241137,115.136603,ChIJRT7LvEhb0i0RgV1R198UgP8
Hotel Mahogany,+62 877-2099-3896,"Jl. Taman Bali No.1, Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",http://www.mahoganyhotel.com/,https://maps.google.com/?cid=9162777534824386052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,787,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Dua, Bali",-8.7846888,115.1988377,ChIJkXXdCGVD0i0RBA4jF5-5KH8
"Indiana Kenanga, lembongan",+62 859-3506-5565,"Jl. Pantai Jungut Batu No. 56, Desa Jungut Batu, Nusa Lembongan, Jungutbatu, Kec. Klungkung, Kabupaten Klungkung, Bali 80771, Indonesia",http://indiana-kenanga-villas.com/,https://maps.google.com/?cid=12354673854522844672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,963,OPERATIONAL,restaurant,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Lembongan, Bali",-8.6685368,115.4479656,ChIJOxNgZgtt0i0RAOajrmmedKs
Isla Indah Retreat Boutique hotel,+62 812-3712-8977,"Nusa Lembongan, Br. Kaja I Jl. Jungutbatu, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",https://www.islaindahretreat.com/,https://maps.google.com/?cid=12203580585482967260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,156,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Lembongan, Bali",-8.6723546,115.44942479999999,ChIJ6wDJ__Nt0i0R3NiQmeLTW6k
Kasia Ungasan boutique hotel,+62 819-3432-0318,"Ungasan, South Kuta, Badung Regency, Bali 80361, Indonesia",http://www.kasiaungasan.com/,https://maps.google.com/?cid=16149103743787114331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,46,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ungasan, Bali",-8.8235356,115.14686119999999,ChIJs-n-8L1b0i0RW59cGUskHeA
Kayumanis Nusa Dua Private Villa,+62 361 770777,"ITDC Area, Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",https://kayumanisnusadua.com/?utm_source=business&utm_medium=business&utm_campaign=business&utm_id=business&utm_term=business&utm_content=business,https://maps.google.com/?cid=7099178320514552252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,952,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Nusa Dua, Bali",-8.7943068,115.22830649999999,ChIJ______8j0i0RvJFsxxFZhWI
La Reserve 1785 Canggu,+62 812-3998-9875,"Jalan Munduk Kedungu No.19 Pererenan, Canggu, Kec. Mengwi, Kabupaten Badung, Bali 80361, Indonesia",https://www.lareservebali.com/,https://maps.google.com/?cid=3024238943596466443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,404,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Canggu, Bali",-8.6489519,115.1282215,ChIJW10FA-U50i0RC1H4zEtB-Ck
Leon Ubud Bali | Luxury Boutique Bungalow Hotel in Ubud Bali,+62 821-4434-2484,"Jl. Penestanan Kelod, Sayan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",https://leonubudbali.com/,https://maps.google.com/?cid=10982827002468042348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,33,OPERATIONAL,hotel,hospitality_business,"Hotels, resorts and beach clubs; expansion and refurbishment client","boutique hotel in Ubud, Bali",-8.5122624,115.25027779999999,ChIJ97vylMU90i0RbAatH_jWapg
